name,line
Bart,None.
Herman,You'll need more.
Bart,"Pssst.  Grampa, I think this guy's a little nuts."
Grampa,"Oh yeah?  Well, General George S. Patton was a little nuts."
Time,14:29ish]
Bart,"Okay, we all know why we're here, right?"
Milhouse,"No, why?"
Bart,"To fight Nelson, the bully.  That guy has been tormenting all of"
Bart,I got a B in arithmetic.
Army,I got a B in arithmetic.
Bart,Would have got an A but I was sick.
Army,Would have got an A but I was sick.
Bart,"We are rubber, you are glue."
Army,"We are rubber, you are glue."
Bart,It bounces off of us and sticks to you.
Army,It bounces off of us and sticks to you.
Bart,Sound off.
Army,One!  Two!
Bart,Sound off!
Army,Three!! Four!!
Bart,"What's the matter with you, soldier!"
Boy,"It's my nerves, sir.  I just can't stand the barking any more."
Bart,Your nerves!  [slaps the kid]  I won't have cowards in my army.
Grampa,"[whaps Bart]  Sorry, Bart."
Bart,In English class I did the best.
Army,In English class I did the best.
Bart,Because I cheated on the test.
Army,Because I cheated on the test.
Bart,Sound off.
Army,One!  Two!
Bart,I can't hear you!
Army,Three!!  Four!!
Bart,"We are happy, we are merry."
Army,"We are happy, we are merry."
Bart,We got a rhyming dictionary.
Army,We got a rhyming dictionary.
Bart,Sound off.
Army,One!  Two!
Bart,One more time!
Army,Three!  Four!
Bart,Bring it on home now!
Army,One!  Two!  Three!  Four!
Herman,"When he leaves the Kwik-E-Mart, we start the saturation bombing."
Bart,"[salutes]  Two hundred rounds, sir.  [holds a balloon]"
Herman,"Urgh.  I'd rather they say `Death from Above', but I guess we're stuck."
Homer,"All right, you kids!  Keep it down!  Am I making myself cl--[oomph]"
Grampa,"[giggles]  Heh heh, got him!"
Homer,You!  Up in the tree!  The tall grey-haired kid!  You come down
Grampa,[pegs Homer in the face with another balloon]
Episode,Moaning Lisa
Homer,"Where the hell are my keys?  Who stole my keys?  Come on, I'm"
Marge,"Oh Homer, you'd lose your head if it weren't securely fastened to"
Bart,Did you check the den?
Homer,The den!  Great idea!  [heads into the den.  Bart follows]
Bart,Warm.
Homer,You know where my keys are?
Bart,"No, I'm talking about your breakfast.  [laughs]"
Homer,Grrrrrrrrrr!
Marge,"I'm sorry everybody, but I've only got two cupcakes for the three"
Bart,"Well Mom, one of us has scarfed down more than enough cupcakes"
Homer,Bart!
Lisa,Just take mine.  A simple cupcake will bring me no pleasure.
Bart,Yeah!  [exchange high-fives]
Largo,[tapping on music stand]  Lisa.  [taps louder]  LISA SIMPSON!
Lisa,But Mr. Largo!  That's what my country's all about.
Largo,What?!?
Lisa,I'm wailing out for the homeless family living out of a car.  The
Largo,"Well, that's all fine and good, but Lisa, none of those unpleasant"
Lisa,"Every day at noon a bell rings, and they herd us in here to"
Bart,A-ha!  Food fight!
Lisa,"OW!  Ooh, ow!  Ooh!"
PE Teacher,[blows whistle]  Lisa!  We are playing dodge-ball here.
Lisa,"In other words, to dodge the ball."
PE Teacher,"Listen missy, just tell me why you weren't getting out of the way"
Lisa,[despairingly]  I'm too sad.
PE Teacher,Too sad to play dodgeball?  That's ridiculous. [to the rest of the
Homer,"Come on, come on, let's go."
Bart,[as announcer]
Homer,Must you do this every time...
Bart,Homer ``the human punching bag'' Simpson!
Marge,They sent a note from school.
Homer,[to Bart]  What did you do this time you little hoodlum?
Bart,"I didn't do it, no one saw me do it, there's no way you can prove"
Time,4:48]
Homer,[reading the note]  Lisa refuses to play dodgeball because she is
Lisa,"It's not that kind of sad.  I'm sorry Dad, but you wouldn't"
Homer,"Oh sure I would, Princess.  I have feeling too, you know, like"
Lisa,"Sorry Dad, I know you mean well.  [kisses him]"
Homer,Thanks for knowing I mean well.
Bart,"Gee Homer, it looks like you've got yourself a real problem on"
Homer,You're right... Uhh... Bart!  Vacuum this floor!
Bart,Hey Man!  I didn't do anything wrong!
Homer,In times of trouble you've got to go with what you know.  Now hop
Bart,[sarcastically]  Enjoy your bath?
Lisa,"No, not really."
Bart,"Oh, too bad.  Well I've certainly had fun vacuuming.  Maybe now"
Lisa,[to Maggie] So typical of Bart.  All he thinks about is himself.
Bart,Hey!  Don't say stuff like that about me to Maggie.  She's on my
Lisa,Is not!|       |Is not!|       |Is not!
Bart,|Is too!|       |Is too!|
Bart,"Is too!  Watch, I'll prove it.  Maggie, come to the one you love"
Maggie,"[hops off the couch, looks at Bart]"
Lisa,"No Maggie!  Come here girl, come to me."
Bart,"[shaking a rattler]  Come on Maggie, the choice is obvious."
Lisa,"[beckoning her]  No Maggie, don't go for the glitter, look for"
Maggie,"[looks at them both, uncertain]"
Lisa,"[giving up] All right Maggie, just go to Bart."
Bart,"Egg-zactly, come to the one you love best."
Maggie,"[looks at them both, then walks away and embraces the TV set]"
Homer,Lisa!  What did I tell you about playing that saxamuhthing in the
Lisa,I was just playing the blues... Dad. [sobs]
Homer,"Lisa, I'm sorry.  I didn't mean to yell.  Go ahead, play your"
Lisa,"No, that's okay, Dad.  I'll just work on my fingering, unless my"
Homer,Let's hear it.  [Lisa clacks away]  You just clack as loud as you
Lisa,That was beautiful.  What's it called?
Murphy,"Oh, it's a little tune that I call ``The `I Never Had an Italian"
Homer,[in a dream] What the?!?!  [Homer is a video boxing character]
Bart,"[his opponent] Put up your dukes, Homer."
Homer,Agggh!  Bart!  Go easy on me!  I'm your Dad!
Bart,"I <am> going easy on ya.  [pow] You're so old, [pow] and slow,"
Homer,No!  Son!  No!  [the fist impacts]
Marge,"I don't know... Bart's such a handful, and Maggie needs"
Homer,"Oh, so that's it, this is some kind of underwear thing."
Lisa,[improvises]
Murphy,"Now now now, low B flat."
Lisa,[jams down low]
Murphy,"Okay, Lisa.  Altissimo register."
Lisa,[another wild riff]
Murphy,"[applauding]  Very nice, very nice.  I once ruptured myself"
Murphy,My friends call me `Bleeding Gums'.
Lisa,"Ewwww, how'd you get a name like that?"
Murphy,Well let me put it this way... You ever been to the dentist?
Lisa,Yeah.
Murphy,"Not me.  I suppose I should go to one, but I've got enough pain"
Murphy,"Oh, I'm so lonely,"
Lisa,I got a bratty brother.
Marge,Lisa!  Get away from that jazz man!
Lisa,"But Mom!  Can I stay a little longer?  Can I Mom, can I?"
Marge,"Come on, come on.  We were worried about you."
Time,13:03]
Kent,"... through downtown Springfield today gutting Symphony Hall, the"
Homer,"Waugh!  [chokes]  Oh no!  [walks into kitchen]  Marge!  Marge, you"
Marge,"No, I'm very upset."
Homer,Oh then you've heard.  Oh God!  What are we going to do?  The
Marge,I'm upset about Lisa.
Homer,"[realizing]  Oh, me too."
Bart,"Me three, whatawe talking about?"
Homer,Bart!
Marge,"Do you think you could be nice enough to your sister, Bart?"
Bart,"Oh yeah, easy."
Marge,You do love her don't you?
Bart,[whining] Oh Mom...
Marge,"Well you do, don't you?"
Bart,"[uncomfortably]  Don't make me say it.  You know the answer, I"
Marge,"Okay, Bart, you don't have to say it, but you do have to have a"
Bart,[reluctantly]  Okey dokey.
Moe,"Yeah, Moe's Tavern, Moe speaking."
Bart,Is Jock there?
Moe,Who?
Bart,"Jock, last name Strap."
Moe,"Uh, hold on.  [to everyone in the bar]  Uh, Jock... Strap..."
Homer,Give me some quarters... I'm doing my laundry.
Clerk,"Yeah, right.  [gives him the quarters]"
Homer,[looks around] Where's the video boxing?
Clerk,Over there in the corner.  If I were you I really would use
Homer,[sotto voce]  Wise guy.
Episode,Call of the Simpsons
Homer,Does it have a deep fryer?
Bob,Four.  One for each part of the chicken.
Bart,"Aye, Carumba!"
Lisa,This is better than our house!
Bob,[running a credit check]  [presses `Enter']
Homer,Is that a good siren?  Am I approved?
Bob,You ever known a siren to be good?
Homer,Don't you have something that isn't out of my price range?
Bob,"Take it easy, willya, huh?  You'll ruin this feeling I'm getting"
Homer,Everybody ready?
Bart,I hate this.  I don't want to go.
Homer,That's the spirit!
Bart,Turkey farm?       Skunks?       Slaughterhouse?
Lisa,No.           No.                   No.
Marge,What are you kids doing?
Lisa,We're playing ``Name that Odor''.
Bart,Dad's feet?
Homer,Bart!
Lisa,"You win, Bart."
Homer,Lisa!
Marge,"Homer, I'm telling you, this is not the Interstate."
Homer,Pffffft.  Maps.
Lisa,"Mom, I'm scared."
Marge,Don't worry.  We all are.
Homer,[speaking softly and slowly]
SoundFX,(*rustle*)  (*rustle*)  (*slam*)  (*slam*)  (*slam*)
Homer,[turns around:  Everyone has already left]
Lisa,[glumly] The Simpsons have entered the forest.
Time,7:09]
Homer,"Yes sir!  This is a real adventure!  Why, I bet there are people who"
Bart,You mean like <we> just did?
Marge,Oh Homer... What are we going to do?
Homer,"Now, don't worry.  Our situation isn't as bad as it seems."
Echo,I've murdered us all! ... murdered us all!
Homer,Shut up!
Echo,Shut up! ... Shut up!
Homer,D'oh!
Echo,D'oh! ... D'oh!
Lisa,"Remember, Dad.  The handle of the Big Dipper points towards"
Homer,"Heh heh, that's nice, Lisa.  But we're not in astronomy class."
Episode,The crepes of wrath
Homer,"[lying on the couch]  Oh, Maaarge, I'm still hurt!               \\"
Marge,"[finally arrives]  Oh, Homer.  How many times do I have to fluff"
Homer,"Actually, I was wondering if you could make me a grilled-cheese"
Marge,"[reluctantly]  Well, okay."
Homer,"Make sure it's squished flat, and crunchy on the outside."
Marge,"I know how you like 'em, Homer."
Homer,"Oh, and can I have some of those wieners that come in a can?"
Marge,Mmmmm...
Homer,"Oh, hello, Principal Skinner.  I'd get up, but the boy crippled me."
Principal Skinner,Mm hm.  I understand completely.
Skinner,"Mr. and Mrs. Simpson, we have transcended incorrigible."
Marge,"Deportation!?  You mean, kick Bart out of the country?"
Homer,"Eh, hear him out, Marge."
Skinner,Our elementary school participates in a foreign exchange
Homer,Sounds great!
Skinner,"He'd be staying in France, in a lovely chateau in the heart"
Marge,But Bart doesn't speak French.
Skinner,"Oh, when he's fully immersed in a foreign language, the average"
Homer,"Yeah, but what about Bart?"
Skinner,I'm sure he'll pick up enough to get by.
Skinner,You'll be getting an Albanian.
Homer,"You mean, all white with pink eyes?"
Bart,"And I'd get to take a plane there, wouldn't I, Mom?"
Marge,"Yes, Bart."
Bart,And one back?
Time,5:44]
Lisa,"You know, in Albania, the unit of currency is called the lek."
Homer,Heh heh heh.  The lek!
Lisa,And the national flag is a two-headed eagle on a red field.
Homer,Give me the ol' stars-and-stripes!
Lisa,And the main export is furious political thought.
Homer,Political what?
Adil,How can you defend a country where five percent of the people
Lisa,I'm defending a country where people can think and act
Adil,Cannot!
Lisa,Can too!
Adil,Cannot!
Lisa,Can too!
Homer,"Please, please, kids, stop fighting."
Marge,I'll just clean the dishes...
Adil,"No, Mrs. Simpson, you have been oppressed enough today."
Homer,"Look, Adil, you can call me `Dad'."
Adil,All right... `Dad'.
Homer,"Awwww, you called me `Dad'."
Homer,"Hey, Lenny, does this place have one of those plutonium"
Lenny,"Yeah, in Sector 12."
Homer,Sector 12?
Lenny,"Third floor, by the candy machine."
Homer,"Oh, <that> Sector 12!"
Cesar,[shoves a cup of wine in Bart's face]  Drink this.
Bart,"Oh, no thanks."
Cesar,Do not worry.  This is France.  It is customary for children to take
Bart,"Yeah, but it's got anti-freeze in there."
Cesar,Drink it!
Bart,You gotta help me.  These two guys work me night and day.
Policeman,[shocked]
Homer,"I'm his neighbor, what'd he do?"
Agent,"[through the megaphone]  Well, sir, the..."
Homer,"Bart, you know that guy on your lunchbox?"
Bart,"Oh, you mean Krusty the Clown?"
Homer,"He's sort of a hero of yours, isn't he?"
Bart,Are you kidding?  He's my idol!
Bart,"``Gasp!  Krusty!''  Lisa:  ``Oh, no!''  Maggie: *suck* *suck*."
Time,7:14]
Krusty,"Wasn't that a great Itchy and Scratchy cartoon, kids?"
Kids,Ah-hah-hah-hah-hah!
Krusty,"[collapses, his hand slowly descending out of frame]"
Kent,[watching on a monitor]  Heh heh heh.
Bart,Look at him.  His clothes are so drab.
Lisa,His face is so flesh-colored and sad.
Bart,And his feet.  They're so small.
Atty,"Uh, my client has no comment at this time."
Judge,"Krusty the Clown, how do you plead?"
Krusty,"[brightly] I plead guilty, your honor."
Atty,[whispers into Krusty's ear]
Krusty,"Oh, heh heh heh, not guilty, heh heh heh."
Bart,"Dad, you're giving in to mob mentality!"
Homer,"No I'm not, I'm hopping on the bandwagon!"
Episode,Some enchanted evening
MM,Next we have Marge.  She's 34 and trapped in a loveless sham of
Homer,"Hey, turn it up!  I love hearing those wackos!"
MM,"[radio talk show therapist]  Tell me about your husband, Marge."
Marge,"[on the phone] When we were dating, he was sweeter... and more"
MM,Your husband sees you as nothing.
Marge,"[pause]  Oh, okay.  Well, thank you.  [about to hang up]"
MM,"No no no, don't hang up!"
MM,The pig has made you into his mother.
Marge,Really?
MM,I'm as sure of it as I'm sure my voice is annoying.
Marge,Leave Homer!?
MM,Please!  Don't use his real name!
Marge,Leave Pedro!?
Lisa,"Aw, come on, Bart, not again!"
Bart,"[dialing the phone] Aw, where's your sense of humor."
Moe,Moe's Tavern.
Bart,"Hello, is Al there?"
Moe,Al?
Bart,"Yeah, Al.  Last name:  Coholic."
Moe,Lemme check...  [calls]  Phone call for Al.  Al Coholic.
Homer,"Hey, Barney, am I a pig?"
Barney,You're even more of a pig than I am!   [huge belch]
Moe,"Homer, buy your wife some flowers and take her out for a night on the"
Homer,"[unsure of himself]  Uh, I'd like some flowers."
Florist,What kind of flowers?
Homer,"Uh, you know, pretty ones, not dead."
Florist,"Well, we've have some beautiful long-stemmed roses.  They're $55"
Homer,"[thinks]  One, please."
Time,5:33]
Bart,[dialing the phone] A little pre-dinner entertainment.
Moe,[answering the phone]  Moe's Tavern.
Bart,Is Oliver there?
Moe,Who?
Bart,Oliver Clothesoff.
Moe,"Hold on, I'll check.  [calls]  Oliver Clothesoff!  Call for Oliver"
Lisa,[laugh]
Homer,"And, I made reservations at Chez [pron. /chez/] Paree!"
Marge,"Oh, but Homer, that's expensive!"
Homer,"It matters not, mon frere!"
and hears Moe,"``Listen,"
Clerk,Rubber Baby Buggy Bumper Babysitting Service!
Homer,"Hello, this is Mr... Sam-son."
Clerk,Did your wife just call a second ago?
Homer,"No, I said Samson, not Simpson."
Bart,"[watching a Happy Little Elves tape] Oh, man, I can't take it any more!"
Lisa,But I want to see what happens.
Bart,You <know> what happens.  They find Captain Quick's treasure.
Lisa,"Bart, you're just like Chilly, the elf who cannot love."
Time,13:23]
Bart,"We know who you are, Ms. Botz.  Or should I say, Ms. Botzcowski."
B,"You're a smart young man, Bart.  I hope you're smart enough to keep"
Lisa,He isn't.
Operator,"Hello, vigilant viewer.  How may we help you?"
Lisa,We caught her!  We caught the Babysitter Bandit!  She's tied up
Bart,Ask if there's a reward.
Lisa,"Is there a reward? ... [to Bart] If she's convicted, we get T-shirts."
Bart,Yeah!
s first words,``Please turn off the TV.''
Botz,"Mr. Samson, can I give you a bit of advice?"
Homer,Sure.
Botz,Don't turn your back on that boy for a second.
Episode,Dead putting society
Homer,"Marge, where's the Duff!?!"
Marge,"Ohh, uh, we're all out, Homer."
Homer,D'oh!
Marge,Would you like some fruit juice?
Homer,"Don't toy with me, woman!!"
Ned,Here's a tasty little lager that came all the way from Holland.
Homer,"Well, buggers can't be choosy."
Homer,"All right, knock it off!"
Ned,"Knock what off, Simpson?"
Homer,You've been rubbing my nose in it since I got here!
Ned,[gasp!]
Homed,... is higher than my wife's butt!  You make me sick!
Ned,"Simpson, I'm afraid I'm gonna have to ask you to leave.  I hope you"
Homer,"I wouldn't stay on a bet! [finishes his beer, then leaves]"
Homer,Lousy bragging know-it-all showoff...
Marge,What exactly did he say?
Homer,"Get this.  He said, uh, he said..."
Marge,"Well, how did he say it?"
Homer,"Well, he..."
Marge,Was he angry?
Homer,No.
Marge,Was he rude?
Homer,"Okay, okay, it wasn't how he said it, either."
But the message was loud and clear,Our family stinks.''
Lovejoy,"Honey, wake up.  Honey, it sounds like Ned Flanders is"
Lovejoy,Oh.  Probably stepped on a worm...
Ned,I feel like I violated Matthew 19:19.
L,Huh?
Ned,Love thy neighbor.
L,"Oh, Matthew <nineteen> nineteen, yeah, right, right."
Homer,[reading Ned's letter]  ``You are my brother.''
Bart,[giggle]
Homer,``I love you.''
Bart,[laugh]
Homer,"``And yet, I feel a great sadness...'' [tries to stifle a giggle]"
Bart,[finally lose it and laugh uproariously]
Lisa,And I'm studying for the math fair.
Homer,Too bad we don't live on a farm.
Todd,Hi Bart!
Bart,Get bent.
Ned,"Oh say, you look like you were having a little trouble there."
Homer,That shot is impossible!  Jack Nicholson himself couldn't make it!
Bart,"Final score.  Bart, forty-one.  Homer... let's see..."
Homer,Never mind!
Todd,Wow!  First prize fifty dollars!
Bart,Wow!  Free balloons for everyone who enters!
Ned,"So, my little Bartly, thinking of entering the tournament?"
Homer,"Yeah, he's entering."
Bart,I guess it's possible...
Ned,"Hey hey, I like that confidence."
Bart,But Dad!  I've never won anything in my life!
Homer,"Son, this is the only time I'm ever gonna say this.  It is <not>"
Time,8:59]
Homer,What are you doing!  That putter is to you what a bat is
Bart,What?
Homer,"C'mon, give it a name."
Bart,Mister Putter.
Homer,D'oh...  You wanna try a little harder son?  C'mon give it a girl's
Bart,Mom.
Homer,Your putter's name is Charlene!
Bart,Why?
Homer,"It just is, that's why!  Now this, is a picture of your enemy,"
Bart,Who's Charlene?
Homer,"[raises the putter, about to wallop Bart with it]"
Bart,Grrrrrrrr... rrrrrrrrrrrrr!!!!!!  [loses enthusiasm]
Marge,"Homer, I couldn't help overhearing you warp Bart's mind."
Homer,And?
Marge,I'm worried that you're making too big a deal of this silly little
Homer,"But Marge, but this is our big chance to show up the Flandereses. [sic]"
Marge,"Well, I'm sure it is, but why do we want to do that?"
Homer,Because sometimes the only way you can feel good about yourself is by
Bart,"Hey Lis, whaddya call those guys in chess that don't matter."
Lisa,"Well, a blockaded bishop is of little value, but I think you're"
Bart,Right.  I am a pawn.
Lisa,Hmm... I know.  It's times like this that I'm thankful Dad has little
Bart,"Lisa, we can't afford all these books!"
Lisa,"Bart, we're just gonna borrow them."
Bart,"Oh... heh, heh... gotcha!  [wink]"
Lisa,I want you to shut off the logical part of your mind.
Bart,Okay.
Lisa,Embrace nothingness.
Bart,You got it.
Lisa,Become like an uncarved stone.
Bart,Done.
Lisa,"Bart, you're just pretending to know what I'm talking about!"
Bart,True.
Lisa,"Well, it's very frustrating!"
Bart,I'll bet.
Lisa,What is the sound of one hand clapping?
Bart,Piece of cake.  [claps with one hand]
Lisa,"No, Bart, it's a 3000-year-old riddle with no anwer."
Bart,"No answer?  Lisa, listen up!  [claps with one hand]"
Lisa,"If a tree falls in the woods and no one's around, does it make a sound?"
Bart,Absolutely!  [makes the sound of a tree falling]
Lisa,"But Bart, how can sound exist if there's no one there to hear it."
Bart,Wooooooo...
Lisa,[hands Bart his putter] It is time.
Lisa,The basis of this game seems to be simple geometry.  All you have
Bart,I can't believe it.
Ned,May the best man win.
Homer,``May the best man win.''  The mating call of the loser!
Homer,"Keep your left arm straight, Bart!  Rotate your shoulders!"
Bart,Daaaad!
Homer,"Look son, all I'm asking is that you try."
Bart,"Ok, I'll try."
Homer,D'oh!  Anybody can try!  I want you to <win>!
Time,15:15]
Lisa,Eighth hole.
Bart,"Aim for the octopus, third tentacle."
Lisa,Twelfth hole.
Bart,Bank it off the pink tombstone.
Lisa,Nirvanha.
Bart,A state of bliss obtained through the extinction of the self.
Lisa,Oats are what a champion thoroughbred eats before he or she
Homer,"Newsflash, Lisa, Bart is not a horse!"
championship match where but two warriors remain,The heretofore
Lisa,"Bart, having never received any words of encouragement myself,"
Bart,"Thanks, man."
Homer,"This time tomorrow, you'll be wearing high heels!"
Ned,"Nope, <you> will."
Homer,'Fraid not.
Ned,'Fraid so!
Homer,'Fraid not.
Ned,'Fraid so!
Homer,'Fraid not infinity!
Ned,'Fraid so infinity plus one!
Homer,D'oh!
Homer,Remember what Vince Lombardi said:
Marge,Homer!  [slap]
Homer,Ow.
Bart,"This is pretty tense, isn't it, Todd."
Todd,"Yeah, my knees are shaking, I got butterflies in my stomach..."
Bart,Who wants to build character?  Let's quit!
Todd,Okay.
Episode,Bart gets hit by a car
Hutz,"Hutz is the name, Mr. Simpson.  Lionel Hutz, attorney at law."
Homer,"Ooh, classy."
Homer,"The doctor says it's just a bump on the head and a broken toe,"
Hutz,Pfft.  Doctors.  Doctors are idiots!
Lisa,"Excuse me, Mr. Hutz.  Are you a shyster?"
Hutz,How does a nice little girl like you know a big word like that?
Marge,"Is he well enough for me to start mothering him unbearably, doctor?"
Hibert,"Mm, better let him rest up a while first."
Homer,"If I wasn't so spineless, I'd march into Mr. Burns' office"
Smithers,Simpson!
Homer,Aah!
Smithers,Mr. Burns wants you to march into his office right now!
Burns,"Throw him out, Smithers!"
Homer,"You don't have to do that, Mr. Burns.  I can throw <myself> out."
Hutz,"Doctor, are you sure there isn't a little soft tissue trauma"
Riviera,"Oh yeah, tons of it! [wrapping Bart's head]  Just say when!"
Judge,"Mr. Burns, I must warn you that if you continue to disrupt the court"
Burns,You wouldn't dare!
Judge,"Well, no, um, I guess I wouldn't."
Judge,"Hello, Bart.  Now, you do understand the difference between"
Bart,Maybe.
Judge,"Uh huh.  Well, you wouldn't lie to the United States, would you, Bart?"
Homer and Hutz,"[prompting, whispering]  No!  No!"
Bart,No.
Marge and Lisa,Mmm...
David Tamkin notes,He must truly have been agitated.  Normally he would
Burns,And that ugly customer was the last Indonesian rhino on earth.
Marge,"Hm, I didn't know you liked animals."
Burns,"Oh, I don't like everything about them.  Just their heads."
Homer,"Mr. Burns, are you trying to get me drunk?"
Burns,Yes.
Bailiff,Do you promise to tell the truth the whole truth and nothing
Marge,"Mmm... Yes, I do."
Hutz,She sounded like she was taking that awful seriously.
Burns,I'm going to write a figure on this piece of paper.  It's not quite
Hutz,I think we should take it.
Homer,[thinks]  A million dollars.  My wife cost me a million dollars.
Marge,Homer?  Would you like some more macaroni and cheese?
Homer,"[thinks]  Yeah, a million dollars' worth, you treacherous"
Marge,Some string beans?
Homer,"[thinks] No, I don't want any string beans either, you two-timing"
Marge,Some celery with cream cheese on it?
Homer,"[thinks] Just mouth polite nothings. [out loud] No, thank you."
Moe,"Oh, you're better off.  Rich people aren't happy.  From the day they're"
Homer,[thinks]  Moe.  Wish he'd shut up.
Homer,"[thinks to himself]  She's been your wife for ten years, you've had"
Marge,Gasp!
Homer,"But, don't worry.  Uh, I'll never let on.  I'll still do all the"
Episode,The way we was
Homer,"Do you two have to sit so close to the TV?  Back up, or it'll hurt"
Bart,It will not.
Homer,"[makes a fist] Yes, it will..."
Captain,"Senator Mendoza is one of the most respected citizens in this state,"
McBane,"But, Captain, I have prroof dat he is head of an international"
Captain,"I don't want to hear it, McBane!  You're outta here!"
McBane,"[pushes the Captain out his office window, who falls into the"
Homer,Time for Doctor TV to perform a little surgery!
Bart,"Looks like you lost the patient, Doc."
Homer,[fiddling with the back of the set] Is that better?
Bart,NOOOO!
Homer,How's this? [picture gets worse]
Bart,AAAAAAAAAAAAAAAAAAAAA!
Homer,"Okay, everybody remain calm."
Bart,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA!
Lisa,How did Dad propose to you?
Marge,"Oh, well... [ flashback ]"
Doctor,"Well, uh, Miss Bouvier,"
Homer,Doh! [ end of flashback ]
Marge,"Lisa, I'd rather tell you a different story ..."
Barney,"Hey, Homer, you're late for English!"
Homer,"Pffft, English.  Who needs that.  I'm never going to England."
Friend,Don't you think you deserve to earn just as
Marge,"Well, not if I have to do heavy lifting or math."
Barney,"[bell rings] Oh no, we're late for wood shop!"
Homer,But... we're early for lunch!  Let's go grab a burger.
Barney,"Boy, you never stop eating and you never gain a pound."
Homer,It's my metabomolism.  I guess I'm just one of the lucky ones.
Marge,The first step to liberation is to free ourselves from
Friend,I didn't think it would burn so fast.
Marge,"Mm, I guess it's the tissue paper inside."
Barney,"Hey, Estelle?  Will you go to the prom with me?"
Estelle,I wouldn't go to the prom with you if you were Elliot Gould!
Barney,"Oh, shot down again..."
Homer,"Hey, don't worry, Barney, it's a big school.  There's got to be a"
Homer,"So, uh, what are you in for?"
Marge,I'm a political prisoner.  Last time <I> ever take a stand...
Homer,"Well, I'm here for being me."
Teacher,"Simpson, be quiet!"
Homer,I haven't seen you in school before.
Teacher,"Okay, Simpson,"
Homer,What?
Teacher,You just bought yourself
Homer,Maybe we should get together sometime.
Teacher,Two days!
Marge,"I'm sorry, I don't even know your name."
Homer,I'm Homer
Teacher,Three days!
Homer,J.
Teacher,Four days!
Homer,Simpson.
Teacher,Five days!
Homer,It was worth it!
Teacher,Six days!
Lisa,So it was love a first sight!
Bart,"It was a jailhouse romance, man!"
Homer,I reached Step One:  She knew I existed.
Grampa,"What's the matter, boy?"
Homer,Nothing.
Grampa,You haven't said poo all night and usually I have to wrestle the
Homer,"Dad, I'm in love."
Grampa,"Uh oh!  Why don't you grab yourself a beer, boy."
Homer,"But Dad, I don't drink ..."
Grampa,Cut the crap!
Homer,Uh huh.
Grampa,"A lot on the ball?  [ie, intelligent?]"
Homer,Yeah.
Grampa,"Oh, Son, don't overreach!"
Homer,"Thanks, Pop."
Counselor,Do you have any plans for after graduation?
Homer,Me?  I'm gonna drink a lot of beer and stay out ALL NIGHT.
Homer,"My name's Homer Simpson, I'd like to sign up for something."
B,"Well, we have an opening on the debate team."
Homer,"Debate, like, arguing?"
B,Yes.
Homer,"I'll take THAT, you DINGPOT!"
B,This year's topic is
Resolved,The national speed limit should be lowered
Homer,55? That's ridiculous!
index card,"``No Way.''  At the debate team practice, Homer gets"
Homer,Wait a minute.  That word you keep calling me?
Artie,Ignoramus?
Homer,"Ignoramus?  It means I'm stupid, doesn't it!"
Artie,There is a difference between ignorance and stupidity.
Homer,"Not to me, there isn't!"
B,"Homer, would you like to present your rebuttal?"
Homer,With pleasure.  [turns around and moons the class]
Barney,Wanna go to the prom with me?
Girl,"Good God, no!"
Barney,Well-put.
Bart,Great story. [bangs TV]
Homer,"Bart!  Pay attention,"
Homer,"Marge, when I see you forming the vowels and continents"
Marge,Consonants.
Homer,"consonants, with your beautiful mouth,"
Homer,"My tux is going to have the widest lapels, the most"
Marge,And maybe I'll wear my hair ... up.
Artie,Would you go to the prom with me?
Marge,"Oh,"
Artie,I can think of a dozen highly cogent arguments.
B,"If you pinch your cheeks, they'll glow."
Marge,Couldn't we use just rouge for this?
B,Ladies pinch.  Whores use rouge.
Selma,Marge's dates get homelier all the time.
Patty,That's what you get when you don't put out.
Homer,You said you'd go the prom with me.
Marge,"I also said I hated you, and we haven't even talked since then."
Homer,"I was afraid you'd cancel our date, so I stayed away from"
queen are announced,Artie and Marge.
Driver,"Well, where to now, Romeo?"
Homer,Inspiration point.
Driver,"Okay, but I'm only paid to drive."
Episode,Principal charming
Homer,"Marge honey, I've got five words to say to you!"
Marge,"Oh, Homey, remember you told me you'd try to limit pork to six"
Homer,Marge!  I'm only human!
Lisa,Aunt Selma?
Selma,[grunt]
Lisa,Do you think you'll ever married?
Selma,"[sadly] Oh, I don't know.  [perks up]  Why?  You know somebody?"
Lisa,No.
Selma,[grunt]
Lisa,"Since I'm sure you'd only resent the pity of an eight-year-old niece,"
Marge,You owe me a favor.
Homer,[whining] Oh...
Marge,To be called up whenever and for whatever reason I desire.
Homer,But that was just an idle promise!
Homer,"Which one's Selma, again?"
Marge,"She's the one who likes Police Academy movies and Hummel figurines,"
Homer,"Oh, yeah yeah yeah.  But I thought she was the one that didn't like"
Marge,It's Patty who chose a life of celibacy.  Selma simply had celibacy
Marge,You will find her [Selma] a man!
Homer,[conceding] All right.
Marge,And not just any man.
Homer,[annoyed] Okay!
Marge,"He should be honest, and, and caring.  And well-off.  And handsome."
Homer,Hey!  Why should she have a better husband than you do!?
K,"Sodium tetrasulfate is highly toxic, and can remove your skin."
Martin,"That will do. [Mrs. K stops pouring, and spills quite a bit]"
Bart,What's this stuff for?
